,Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Specialist Name,Pure List?,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
101,andrew armstrong,Cult Mechanicus,1,1.0,,1.0,Stygies,1,1.0,,,0,5,1,6,14.166666666666666,30.333333333333332,0.08333333333333333,,6.0,,,0.0,5.0,1.0,0.08333333333333333,14.166666666666666,30.333333333333332,0.08333333333333333,0.08333333333333333,14.166666666666666,No,,LVO,ITC,Fall FAQ,2020-01-24
102,andrew armstrong,Astra Militarum,1,,1.0,1.0,Cadian,1,1.0,,,0,5,1,6,14.166666666666666,30.333333333333332,0.08333333333333333,,,6.0,,,,,0.08333333333333333,14.166666666666666,30.333333333333332,,0.08333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
103,andrew armstrong,Imperial Knights,1,,1.0,1.0,House Raven,1,1.0,,,0,5,1,6,14.166666666666666,30.333333333333332,0.08333333333333333,,,6.0,,,,,0.08333333333333333,14.166666666666666,30.333333333333332,,0.08333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
104,andrew bourbon,Cult Mechanicus,1,,1.0,1.0,Graia,1,1.0,,,4,2,0,6,26.333333333333332,23.666666666666668,0.6666666666666666,,,6.0,,,,,0.6666666666666666,26.333333333333332,23.666666666666668,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
105,andrew bourbon,Imperial Knights,1,1.0,,1.0,House Hawkshroud,1,1.0,,,4,2,0,6,26.333333333333332,23.666666666666668,0.6666666666666666,,6.0,,,4.0,2.0,0.0,0.6666666666666666,26.333333333333332,23.666666666666668,0.6666666666666666,0.6666666666666666,26.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
106,andrew davis,Astra Militarum,1,1.0,,1.0,Cadian,1,1.0,,,2,2,0,4,24.0,25.25,0.5,,4.0,,,2.0,2.0,0.0,0.5,24.0,25.25,0.5,0.5,24.0,No,,LVO,ITC,Fall FAQ,2020-01-24
107,andrew davis,Salamanders,1,,1.0,1.0,Salamanders,1,1.0,,,2,2,0,4,24.0,25.25,0.5,,,4.0,,,,,0.5,24.0,25.25,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
108,Andrew Dickinger,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,4,2,0,6,25.833333333333332,21.0,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,25.833333333333332,21.0,0.6666666666666666,0.6666666666666666,25.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
109,Andrew Dickinger,Ultramarines,1,,1.0,,Ultramarines,1,,,,4,2,0,6,25.833333333333332,21.0,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
110,Andrew Dickinger,Ultramarines,1,,1.0,,Ultramarines,1,,,,4,2,0,6,25.833333333333332,21.0,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
111,andrew gonyo,Adepta Sororitas,1,1.0,,1.0,Order of the Valorous Heart,1,1.0,,,4,2,0,6,26.5,21.333333333333332,0.6666666666666666,,6.0,,,4.0,2.0,0.0,0.6666666666666666,26.5,21.333333333333332,0.6666666666666666,0.6666666666666666,26.5,No,,LVO,ITC,Fall FAQ,2020-01-24
112,andrew gonyo,Adepta Sororitas,1,,1.0,,Order of the Bloody Rose,1,1.0,,,4,2,0,6,26.5,21.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
113,andrew gonyo,Iron Hands,1,,1.0,1.0,Iron Hands,1,1.0,,,4,2,0,6,26.5,21.333333333333332,0.6666666666666666,,,6.0,,,,,0.6666666666666666,26.5,21.333333333333332,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
114,Andrew Silverstein,Tyranids,1,1.0,,1.0,Kraken,1,1.0,,Mono,4,2,0,6,26.833333333333332,23.666666666666668,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,26.833333333333332,23.666666666666668,0.6666666666666666,0.6666666666666666,26.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
115,Andrew Silverstein,Tyranids,1,,1.0,,Kronos,1,1.0,,,4,2,0,6,26.833333333333332,23.666666666666668,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
116,Andrew Silverstein,Tyranids,1,,1.0,,Kronos,1,,,,4,2,0,6,26.833333333333332,23.666666666666668,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
117,andrew stiernagle,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,3,0,6,25.5,17.33,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,25.5,17.33,0.5,0.5,25.5,No,,LVO,ITC,Fall FAQ,2020-01-24
118,andrew stiernagle,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,3,0,6,25.5,17.33,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
119,andrew stiernagle,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,3,0,6,25.5,17.33,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
120,andrew valdespino,Asuryani,1,1.0,,1.0,Alaitoc,1,1.0,,Mono,1,3,2,6,23.166666666666668,26.0,0.3333333333333333,0.3333333333333333,6.0,,6.0,1.0,3.0,2.0,0.3333333333333333,23.166666666666668,26.0,0.3333333333333333,0.3333333333333333,23.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
121,andrew valdespino,Asuryani,1,,1.0,,Custom Craftworld,1,1.0,,,1,3,2,6,23.166666666666668,26.0,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
122,andrew valdespino,Asuryani,1,,1.0,,Custom Craftworld,1,1.0,,,1,3,2,6,23.166666666666668,26.0,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
123,andrew webb,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,Mono,3,3,0,6,21.0,21.833333333333332,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,21.0,21.833333333333332,0.5,0.5,21.0,No,,LVO,ITC,Fall FAQ,2020-01-24
124,andrew whitehead,Drukhari,1,1.0,,1.0,Prophets of Flesh,1,1.0,,,2,4,0,6,26.5,27.0,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,26.5,27.0,0.3333333333333333,0.3333333333333333,26.5,No,,LVO,ITC,Fall FAQ,2020-01-24
125,andrew whitehead,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,2,4,0,6,26.5,27.0,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
126,andrew whitehead,Harlequins,1,,1.0,1.0,Soaring Spite,1,1.0,,,2,4,0,6,26.5,27.0,0.3333333333333333,,,6.0,,,,,0.3333333333333333,26.5,27.0,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
127,andrew zoitas,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,5,1,0,6,30.0,17.5,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,30.0,17.5,0.8333333333333334,0.8333333333333334,30.0,Yes,,LVO,ITC,Fall FAQ,2020-01-24
128,andrew zoitas,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,1,0,6,30.0,17.5,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
129,andrew zoitas,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,1,0,6,30.0,17.5,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
130,andy demaria,Chaos Daemons,1,1.0,,1.0,Khorne,1,1.0,,Mono,2,4,0,6,24.833333333333332,23.666666666666668,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,24.833333333333332,23.666666666666668,0.3333333333333333,0.3333333333333333,24.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
131,andy demaria,Chaos Daemons,1,,1.0,,Tzeentch,1,1.0,,,2,4,0,6,24.833333333333332,23.666666666666668,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
132,andy demaria,Chaos Daemons,1,,1.0,,Slaanesh,1,1.0,,,2,4,0,6,24.833333333333332,23.666666666666668,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
133,andy garcia,T'au Empire,1,1.0,,1.0,T'au Sept,1,1.0,,Mono,2,4,0,6,21.67,21.0,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,21.67,21.0,0.3333333333333333,0.3333333333333333,21.67,No,,LVO,ITC,Fall FAQ,2020-01-24
134,andy garcia,T'au Empire,1,,1.0,,T'au Sept,1,,,,2,4,0,6,21.67,21.0,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
135,andy garcia,T'au Empire,1,,1.0,,T'au Sept,1,,,,2,4,0,6,21.67,21.0,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
136,andy gonzales,Cult Mechanicus,1,1.0,,1.0,Mars,1,1.0,Servitor Maniple,Mono,4,2,0,6,27.67,21.83,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,27.67,21.83,0.6666666666666666,0.6666666666666666,27.67,No,,LVO,ITC,Fall FAQ,2020-01-24
137,andy gonzales,Cult Mechanicus,1,,1.0,,Mars,1,,,,4,2,0,6,27.67,21.83,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
138,andy gonzales,Imperial Knights,1,,1.0,1.0,House Krast,1,1.0,,,4,2,0,6,27.67,21.83,0.6666666666666666,,,6.0,,,,,0.6666666666666666,27.67,21.83,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
139,anthony birdsong,Orks,1,1.0,,1.0,Evil Sunz,1,1.0,,Mono,5,1,0,6,34.0,29.5,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,34.0,29.5,0.8333333333333334,0.8333333333333334,34.0,Yes,,LVO,ITC,Fall FAQ,2020-01-24
140,anthony birdsong,Orks,1,,1.0,,Evil Sunz,1,,,,5,1,0,6,34.0,29.5,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
141,anthony birdsong,Orks,1,,1.0,,Deathskulls,1,1.0,Dread Waagh,,5,1,0,6,34.0,29.5,0.8333333333333334,,,6.0,,,,,,,,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
142,anthony d'amore,Deathwatch,1,1.0,,1.0,Deathwatch,1,1.0,,Mono,5,1,0,6,24.166666666666668,14.0,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,24.166666666666668,14.0,0.8333333333333334,0.8333333333333334,24.166666666666668,Yes,,LVO,ITC,Fall FAQ,2020-01-24
143,anthony d'amore,Deathwatch,1,,1.0,,Deathwatch,1,,,,5,1,0,6,24.166666666666668,14.0,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
144,anthony gates,Imperial Knights,1,1.0,,1.0,House Taranis,1,1.0,,,2,1,0,3,19.333333333333332,15.333333333333334,0.6666666666666666,,3.0,,,2.0,1.0,0.0,0.6666666666666666,19.333333333333332,15.333333333333334,0.6666666666666666,0.6666666666666666,19.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
145,anthony gates,Imperial Knights,1,,1.0,,House Taranis,1,,,,2,1,0,3,19.333333333333332,15.333333333333334,0.6666666666666666,,,3.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
146,anthony gates,Astra Militarum,1,,1.0,1.0,Tallarn,1,1.0,,,2,1,0,3,19.333333333333332,15.333333333333334,0.6666666666666666,,,3.0,,,,,0.6666666666666666,19.333333333333332,15.333333333333334,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
147,antonio cedeno,Necrons,1,1.0,,1.0,Mephrit Dynasty,1,1.0,,Mono,4,2,0,6,27.66,25.0,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,27.66,25.0,0.6666666666666666,0.6666666666666666,27.66,No,,LVO,ITC,Fall FAQ,2020-01-24
148,antonio cedeno,Necrons,1,,1.0,,Sautekh Dynasty,1,1.0,,,4,2,0,6,27.66,25.0,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
149,antonio cedeno,Necrons,1,,1.0,,Mephrit Dynasty,1,,,,4,2,0,6,27.66,25.0,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
150,aurelio correa,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,5,1,0,6,31.333333333333332,18.333333333333332,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,31.333333333333332,18.333333333333332,0.8333333333333334,0.8333333333333334,31.333333333333332,Yes,,LVO,ITC,Fall FAQ,2020-01-24
151,aurelio correa,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,1,0,6,31.333333333333332,18.333333333333332,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
152,austin jones,Astra Militarum,1,1.0,,1.0,Catachan,1,1.0,Emperor's Wrath,,1,4,1,6,18.67,23.5,0.25,,6.0,,,1.0,4.0,1.0,0.25,18.67,23.5,0.25,0.25,18.67,No,,LVO,ITC,Fall FAQ,2020-01-24
153,austin jones,Astra Militarum,1,,1.0,,Catachan,1,,Emperor's Fist,,1,4,1,6,18.67,23.5,0.25,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
154,austin jones,Imperial Knights,1,,1.0,1.0,House Taranis,1,1.0,,,1,4,1,6,18.67,23.5,0.25,,,6.0,,,,,0.25,18.67,23.5,,0.25,,No,,LVO,ITC,Fall FAQ,2020-01-24
155,austin wingfield,Chaos Space Marines,1,1.0,,1.0,Alpha Legion,1,1.0,Daemonkin Ritualists,,4,2,0,6,30.833333333333332,21.166666666666668,0.6666666666666666,,6.0,,,4.0,2.0,0.0,0.6666666666666666,30.833333333333332,21.166666666666668,0.6666666666666666,0.6666666666666666,30.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
156,austin wingfield,Chaos Space Marines,1,,1.0,,Mixed,1,1.0,,,4,2,0,6,30.833333333333332,21.166666666666668,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
157,austin wingfield,Chaos Daemons,1,,1.0,1.0,Nurgle,1,1.0,,,4,2,0,6,30.833333333333332,21.166666666666668,0.6666666666666666,,,6.0,,,,,0.6666666666666666,30.833333333333332,21.166666666666668,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
158,bambam hunter,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,2,0,6,26.833333333333332,21.166666666666668,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,26.833333333333332,21.166666666666668,0.6666666666666666,0.6666666666666666,26.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
159,bambam hunter,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,26.833333333333332,21.166666666666668,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
160,bambam hunter,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,26.833333333333332,21.166666666666668,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
161,Barrett Gibb,Chaos Space Marines,1,1.0,,1.0,Flawless Host,1,1.0,Soulforged Pack,,2,3,1,6,25.0,22.0,0.4166666666666667,,6.0,,,2.0,3.0,1.0,0.4166666666666667,25.0,22.0,0.4166666666666667,0.4166666666666667,25.0,No,,LVO,ITC,Fall FAQ,2020-01-24
162,Barrett Gibb,Chaos Space Marines,1,,1.0,,Iron Warriors,1,1.0,,,2,3,1,6,25.0,22.0,0.4166666666666667,,,6.0,,,,,,,,,0.4166666666666667,,No,,LVO,ITC,Fall FAQ,2020-01-24
163,Barrett Gibb,Chaos Daemons,1,,1.0,1.0,Slaanesh,1,1.0,,,2,3,1,6,25.0,22.0,0.4166666666666667,,,6.0,,,,,0.4166666666666667,25.0,22.0,,0.4166666666666667,,No,,LVO,ITC,Fall FAQ,2020-01-24
164,ben briggs,Adeptus Custodes,1,1.0,,1.0,Adeptus Custodes,1,1.0,,,2,1,0,3,25.0,21.666666666666668,0.6666666666666666,,3.0,,,2.0,1.0,0.0,0.6666666666666666,25.0,21.666666666666668,0.6666666666666666,0.6666666666666666,25.0,No,,LVO,ITC,Fall FAQ,2020-01-24
165,ben briggs,Astra Militarum,1,,1.0,1.0,Catachan,1,1.0,Emperor's Fist,,2,1,0,3,25.0,21.666666666666668,0.6666666666666666,,,3.0,,,,,0.6666666666666666,25.0,21.666666666666668,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
166,ben cherwien,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,,5,1,0,6,29.666666666666668,19.5,0.8333333333333334,,6.0,,,5.0,1.0,0.0,0.8333333333333334,29.666666666666668,19.5,0.8333333333333334,0.8333333333333334,29.666666666666668,Yes,,LVO,ITC,Fall FAQ,2020-01-24
167,ben cherwien,Asuryani,1,,1.0,,Alaitoc,1,1.0,,,5,1,0,6,29.666666666666668,19.5,0.8333333333333334,,,6.0,,,,,,,,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
168,ben cherwien,Drukhari,1,,1.0,1.0,Kabal of the Black Heart,1,1.0,,,5,1,0,6,29.666666666666668,19.5,0.8333333333333334,,,6.0,,,,,0.8333333333333334,29.666666666666668,19.5,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
169,ben cromwell,Cult Mechanicus,1,1.0,,1.0,Mars,1,1.0,Cybernetica Cohort,,5,1,0,6,29.5,21.833333333333332,0.8333333333333334,,6.0,,,5.0,1.0,0.0,0.8333333333333334,29.5,21.833333333333332,0.8333333333333334,0.8333333333333334,29.5,Yes,,LVO,ITC,Fall FAQ,2020-01-24
170,ben cromwell,Cult Mechanicus,1,,1.0,,Mars,1,,,,5,1,0,6,29.5,21.833333333333332,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
171,ben cromwell,Cult Mechanicus,1,,1.0,,Mars,1,,,,5,1,0,6,29.5,21.833333333333332,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
172,ben jurek,Orks,1,1.0,,1.0,Deathskulls,1,1.0,Dread Waagh,Mono,3,3,0,6,27.833333333333332,23.0,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,27.833333333333332,23.0,0.5,0.5,27.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
173,ben jurek,Orks,1,,1.0,,Evil Sunz,1,1.0,,,3,3,0,6,27.833333333333332,23.0,0.5,,,6.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
174,ben jurek,Orks,1,,1.0,,Bad Moons,1,1.0,,,3,3,0,6,27.833333333333332,23.0,0.5,,,6.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
175,ben nicholls,Drukhari,1,1.0,,1.0,Cult of the Cursed Blade,1,1.0,,Mono,3,3,0,6,22.83,27.67,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,22.83,27.67,0.5,0.5,22.83,No,,LVO,ITC,Fall FAQ,2020-01-24
176,ben nicholls,Drukhari,1,,1.0,,Prophets of Flesh,1,1.0,,,3,3,0,6,22.83,27.67,0.5,,,6.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
177,ben nicholls,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,3,3,0,6,22.83,27.67,0.5,,,6.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
178,ben schimmoller,Adeptus Custodes,1,1.0,,1.0,Adeptus Custodes,1,1.0,,Mono,1,1,0,2,22.5,25.5,0.5,0.5,2.0,,2.0,1.0,1.0,0.0,0.5,22.5,25.5,0.5,0.5,22.5,No,,LVO,ITC,Fall FAQ,2020-01-24
179,ben wadsworth,Cult Mechanicus,1,1.0,,1.0,Mars,1,1.0,,Mono,1,1,0,2,20.5,24.5,0.5,0.5,2.0,,2.0,1.0,1.0,0.0,0.5,20.5,24.5,0.5,0.5,20.5,No,,LVO,ITC,Fall FAQ,2020-01-24
180,ben wadsworth,Cult Mechanicus,1,,1.0,,Mars,1,,,,1,1,0,2,20.5,24.5,0.5,,,2.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
181,Benjamin Kernan,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,Mono,2,4,0,6,23.0,27.67,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,23.0,27.67,0.3333333333333333,0.3333333333333333,23.0,No,,LVO,ITC,Fall FAQ,2020-01-24
182,Benjamin Kernan,Blood Angels,1,,1.0,,Blood Angels,1,,,,2,4,0,6,23.0,27.67,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
183,Benjamin Kernan,Blood Angels,1,,1.0,,Blood Angels,1,,,,2,4,0,6,23.0,27.67,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
184,benjamin swain,Imperial Knights,1,1.0,,1.0,House Krast,1,1.0,,Mono,2,4,0,6,22.67,28.5,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,22.67,28.5,0.3333333333333333,0.3333333333333333,22.67,No,,LVO,ITC,Fall FAQ,2020-01-24
185,benjamin swain,Imperial Knights,1,,1.0,,House Krast,1,,,,2,4,0,6,22.67,28.5,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
186,bill barnes,Imperial Knights,1,1.0,,1.0,House Mortan,1,1.0,,Mono,1,4,0,5,20.8,26.2,0.2,0.2,5.0,,5.0,1.0,4.0,0.0,0.2,20.8,26.2,0.2,0.2,20.8,No,,LVO,ITC,Fall FAQ,2020-01-24
187,bill barnes,Imperial Knights,1,,1.0,,House Mortan,1,,,,1,4,0,5,20.8,26.2,0.2,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
188,bill durrett,Space Wolves,1,1.0,,1.0,Space Wolves,1,1.0,,Mono,1,5,0,6,14.833333333333334,30.666666666666668,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,14.833333333333334,30.666666666666668,0.16666666666666666,0.16666666666666666,14.833333333333334,No,,LVO,ITC,Fall FAQ,2020-01-24
189,bill durrett,Space Wolves,1,,1.0,,Space Wolves,1,,,,1,5,0,6,14.833333333333334,30.666666666666668,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
190,Bill Lll,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,,3,2,1,6,24.0,21.166666666666668,0.5833333333333334,,6.0,,,3.0,2.0,1.0,0.5833333333333334,24.0,21.166666666666668,0.5833333333333334,0.5833333333333334,24.0,No,,LVO,ITC,Fall FAQ,2020-01-24
191,Bill Lll,Asuryani,1,,1.0,,Custom Craftworld,1,1.0,,,3,2,1,6,24.0,21.166666666666668,0.5833333333333334,,,6.0,,,,,,,,,0.5833333333333334,,No,,LVO,ITC,Fall FAQ,2020-01-24
192,Bill Lll,Harlequins,1,,1.0,1.0,Dreaming Shadow,1,1.0,,,3,2,1,6,24.0,21.166666666666668,0.5833333333333334,,,6.0,,,,,0.5833333333333334,24.0,21.166666666666668,,0.5833333333333334,,No,,LVO,ITC,Fall FAQ,2020-01-24
193,bill kim,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,3,1,2,6,29.166666666666668,18.333333333333332,0.6666666666666666,0.6666666666666666,6.0,,6.0,3.0,1.0,2.0,0.6666666666666666,29.166666666666668,18.333333333333332,0.6666666666666666,0.6666666666666666,29.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
194,bjorn cantrell,Imperial Knights,1,1.0,,1.0,House Raven,1,1.0,,,2,4,0,6,24.833333333333332,28.333333333333332,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,24.833333333333332,28.333333333333332,0.3333333333333333,0.3333333333333333,24.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
195,bjorn cantrell,Space Wolves,1,,1.0,1.0,Space Wolves,1,1.0,,,2,4,0,6,24.833333333333332,28.333333333333332,0.3333333333333333,,,6.0,,,,,0.3333333333333333,24.833333333333332,28.333333333333332,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
196,bjorn cantrell,Astra Militarum,1,,1.0,1.0,Catachan,1,1.0,,,2,4,0,6,24.833333333333332,28.333333333333332,0.3333333333333333,,,6.0,,,,,0.3333333333333333,24.833333333333332,28.333333333333332,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
197,bob sinnott,Death Guard,1,1.0,,1.0,Death Guard,1,1.0,,Mono,1,5,0,6,20.0,28.166666666666668,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,20.0,28.166666666666668,0.16666666666666666,0.16666666666666666,20.0,No,,LVO,ITC,Fall FAQ,2020-01-24
198,bob sinnott,Death Guard,1,,1.0,,Death Guard,1,,,,1,5,0,6,20.0,28.166666666666668,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
199,bobby kingsada,Orks,1,1.0,,1.0,Evil Sunz,1,1.0,,Mono,1,1,0,2,23.0,28.0,0.5,0.5,2.0,,2.0,1.0,1.0,0.0,0.5,23.0,28.0,0.5,0.5,23.0,No,,LVO,ITC,Fall FAQ,2020-01-24
200,bobby kingsada,Orks,1,,1.0,,Bad Moons,1,1.0,,,1,1,0,2,23.0,28.0,0.5,,,2.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
201,bobby kingsada,Orks,1,,1.0,,Deathskulls,1,1.0,Dread Waagh,,1,1,0,2,23.0,28.0,0.5,,,2.0,,,,,,,,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
